Company,Date,JobLoc,JobTitle,Qualifications,Salary,Text
Riverside Public Adjusters LLC.,23 days ago,Chicago,Sales Representative,Sales: 2 years (Preferred),"From $65,335 a year","Storm Sales Building strong customer relationships by maintaining sales contacts as required by the positionMeet or exceed the sales and margin expectations for the assigned territoryDemonstrating solid business sales acumen and professionalism to make a positive impact on all prospects and customerConduct business activity, at all times, in a manner consistent with the company's cultureSelf-generate leads, Follow-up on company provided leadsRequired Qualifications: Experience in roofing or construction sales a mustDrone technology experience a plus - If you have oneDemonstrated record of year over year sales growthStrong ability to develop new business while maintaining existing businessMust have excellent customer service skills and attitudeDisplays a genuine interest, excitement and eagerness toward job, company, and prospectsSelf-starter and will take action to achieve revenue goalsTakes a sincere interest in what the customer or prospect truly needsIs motivated by selling (interested, enthusiastic and committed to the sales role)Able to climb a ladderMust Have your own Truck & LadderRelated keywords: sales, sales representative, remote work from homeJob Types: Full-time, Part-time, ContractPay: From $65,335.00 per yearBenefits:Professional development assistanceReferral programSchedule:10 hour shift8 hour shiftDay shiftMonday to FridayWeekendsSupplemental Pay:Bonus payCommission payAbility to Commute/Relocate:Chicago, IL (Preferred)Experience:Sales: 2 years (Preferred)Work Location:Multiple locationsFully RemoteOn the roadPaid Training:NoManagement:Key LeaderCOVID-19 Precaution(s):Remote interview process"
CC Inc Trucking,22 days ago,Chicago,Experienced Contract Truck Driving Recruiter Specialist,CDL A Truck Driver Recruiting: 1 year (Preferred)Recruiting in some capacity: 1 year (Preferred),"$60,000 - $100,000 a year","Experienced Contract Truck Driver Recruiter SpecialistWe are looking for Contract Recruiters:Must have the ability to work independently without constant supervision and able to devote at least a 40 hour work week.Ability to convey provided information between carriers and drivers with phone calls, texts & emails.Basic knowledge of Microsoft Office - Excel & Word.Maintain a positive attitude and relationship with clientsThe Ability & Desire to succeed.Positive AttitudeEffective Sales and Marketing Skills.Full Time Work EthicWe are looking for Full-Time Experienced Truck Driving Recruiters.If you are experienced in Sales and Marketing in another industry, please send in your resume.Truck Driver Recruiting is an Ever-Challenging & growing industry across the United States and can provide a great yearly income to the most determined.The contract recruiter will be providedCompany emailCarrier links to send to driver to complete applicationCarrier MEG's - Driver general requirements & Driver experience for accounts.Open driver opportunity position needs updated weekly.Join our team of independent, contract in-home remote recruiters TODAY! Our job is to connect Class A driver's with a new driving job opportunity by pre-qualifying drivers and matching them to one of our carriers we work with. Ultimately completing an application for employment.For every successfully HIRED driver, recruiters earn an average of $600 starting out or more depending on Experience. Your determination with consistent outbound calls, emails & text will determine your paycheck.What we are looking for in a recruiter: Self-startersSelf-disciplined must be able to work well independentlyDesire to earn an UNLIMITED incomeAbility to MULTI-TASKExcellent organizational & communication skillsCustomer Service experience preferredSales experience HIGHLY preferredTruck Driver Recruiting experience HIGHLY preferredKnowledge of the transportation industry a PLUSBe able to post driver jobs in multiple resources is a must.As an independent agent, you are responsible for: A High-speed Internet connectionA Desktop or Laptop Computer NO tablets as a primary sourceMobile Cell phone to make & take calls & text.If you Meet are requirements & are excited to join our team, Send your resume including your email address!Job Types: Full-time, ContractSalary: $60,000.00 - $100,000.00 per yearSupplemental Pay:Commission payExperience:CDL A Truck Driver Recruiting: 1 year (Preferred)Posting multiple jobs on job boards: 1 year (Preferred)Recruiting in some capacity: 1 year (Preferred)Contract Renewal:PossibleWork Location:Fully RemoteThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousPeople-oriented -- enjoys interacting with people and working on group projectsDetail-oriented -- would rather focus on the details of work than the bigger pictureAutonomous/Independent -- enjoys working with little directionInnovative -- prefers working in unconventional ways or on tasks that require creativityCOVID-19 Precaution(s):Remote interview processVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
Elevation One Group,22 days ago,Chicago,E-Commerce Business Funding Specialist - Remote,E-commerce: 2 years (Required)High school or equivalent (Preferred)Direct sales: 2 years (Preferred)High-end sales: 2 years (Preferred)Business consulting: 2 years (Preferred)Business coaching: 1 year (Preferred)Business development: 2 years (Preferred)Sales: 1 year (Preferred),"From $125,000 a year","According to U.S. census data, eCommerce grew 44% in Q2 2020, achieving three years of growth in three months. That’s how fast eCommerce has accelerated in 2020. (Please note, this position is 1099.)Yet, it’s a constant struggle for most eCommerce sellers & brands to get started simply because they do not have access to start up funding.With start up funding, businesses can:-Launch their new business.-Invest in advertising and gain new customers.-Launch new products that increase average order value.-Replenish inventory or stock up for seasonal sales.That’s why Elevation One Group is seeking talented eCommerce Business Specialist to join our team. We are seeking the best specialist in the industry to to connect with people who need startup funding for their eCommerce businesses to give them a chance to get started and grow faster with capital.Ecommerce’s continually-evolving ecosystem naturally creates new challenges that traditional institutions have trouble understanding. Not having startup capital doesn’t have to be the norm.We have proudly funded over $6.9 Billion in Unsecured Funding in 2020. We have helped countless people to fund their dreams for personal growth, business growth, and more. We funding nationwide in all markets.__**We are offering you an white label business opportunity with support.__**Benefits: Training and Coaching Provided!Back Office Processing Team!High Income Potential!Remote Nationwide!Flexible Schedule!Opportunity For Growth.Primary Responsibilities of the Role: Engaging with clients who need start up funding for their e-commerce business.Sourcing new sales opportunities through current business market and new marketing sources.Meet or exceed targets related to activities, sales opportunities resulting in client acquisition.Become an expert on our product and learn how to leverage it to fund ecommerce businesses.Our most successful Funding Consultants earn high six figure incomes and millions! If you believe you are among the best, then there is no ceiling on what you can accomplish joining our team. This is a 1099 career opportunity.Job Types: Full-time, Part-time, ContractPay: From $125,000.00 per yearBenefits:Flexible scheduleReferral programSchedule:Monday to FridaySupplemental Pay:Commission payEducation:High school or equivalent (Preferred)Experience:E-commerce: 2 years (Required)Direct sales: 2 years (Preferred)High-end sales: 2 years (Preferred)Business consulting: 2 years (Preferred)Business coaching: 1 year (Preferred)Business development: 2 years (Preferred)Sales: 1 year (Preferred)Contract Renewal:LikelyHours per week:10-1920-2930-39Company's website:www.elevationonegroup.com/partners"
AdScale,26 days ago,Chicago,Inside Sales Account Executive,sales: 3 years (Required)inside sales: 2 years (Required)US work authorization (Required)Bachelor's (Preferred),"$60,000 - $120,000 a year","Inside Sales Executive AI Technology for E-Commerce Digital Advertising - Huge Growth Opportunities(US-Remote or Greater Seattle)THE ROLE:With a strong client base internationally, AdScale is expanding in the US in 2021. As a New Business Sales Executive in a growing team, you will have an exciting opportunity to help drive North American success and establish AdScale as the leading adtech platform for ecommerce businesses.100% new business inside sales roleFind and qualify prospects, cold call, present & demo the platform, close quicklyWork closely with the Customer Success team to grow the businessYou should be a hunter and able to generate pipeline/leadsSales cycles are short, other team members make multiple sales per week - lots of opportunitiesYou will be active in the ecommerce communities to evangelise AdScale and find new customersYou will be an early member of the US team so lots of opportunity within the company for your career, and a greenfield territory for sales.THE IDEAL CANDIDATE:3 years+ of successful inside sales / telesales experience in a highly competitive advertising technology environmentHappy to pick up the phone to cold call prospects (30-40 calls day)Success selling subscription based SaaS and digital advertising solutionsMust be a proven over achiever with multiple years of over quota performanceAdept at sales presentations and platform demosStrong aptitude for technology, with the ability to use, demonstrate, and speak about new technologies and convey them in an easy to understand mannerExcellent listening, negotiation and presentation abilitiesStable career, must not be a job hopperSelf-starter with excellent influence, persuasion & motivation skillsA strong team spiritBeing comfortable working with a remote international teamTHE COMPANY:AdScale weaves the power of AI technology into ecommerce advertising and uses first party store data to supercharge ad campaigns. AdScale enables online stores to advertise digital media like a pro, create ads in minutes across multiple platforms, optimize performance on autopilot, and reduce workload.THE LOCATION:Seattle based or remote US.Seattle candidates - Initially this role will be remote, though will (hopefully!) work from an office from spring 2021.Related keywords: account manager, account executive, salesRelated keywords: sales, inside sales, remote work from home, inside sales representative, sales representative, account manager, account executiveJob Type: Full-timeSalary: $60,000.00 - $120,000.00 per yearEducation:Bachelor's (Preferred)Experience:digital advertising: 2 years (Preferred)sales: 3 years (Required)inside sales: 2 years (Required)"
Progent Corp.,23 days ago,Chicago,IT Business Development Representative,,"Up to $72,001 a year","The Business Development Representative is a senior level sales executive who is responsible for:Selling company's broad range of IT outsourcing and consulting services.**Services include, Microsoft and Cisco Consulting, Wi-Fi Consulting, MSP services and Private HostingGenerating and articulating key components of service engagement proposals which tie business requirements/needs to unique company deliverables.Maintaining excellent relationships with customers.Providing ongoing account management and developing follow-on sales.Maintaining an understanding of rapidly changing technology.We are looking for someone who:Has experience in IT Consulting salesIs familiar with Microsoft, Cisco, Aruba, Palo Alto, Business Intelligence and Hosting technologies and terminologiesIs self-motivated with the ability to work effectively and autonomously with minimal management direction and self-discipline for a work-at-home structure.Has strong ethics and personal integrity.Has superb and professional written and oral communications skills essential for presentations and negotiations, and possess meticulous attention to detail.Has the ability to develop relationships at the every level to get to the decision-maker.Has a proven ability to listen, extrapolate information and leverage resources to effectively provide solutions to customer needs.Has an understanding of product launch fundamentals and proactive in driving sales programs.Work Location:Virtual office infrastructureExperience:Consultative Sales experienceIT sales, knowledge of Microsoft productsSalary: Commission plus full benefits. Six figure potential!Job Type: Full-timePay: Up to $72,001.00 per yearBenefits:401(k)Dental insuranceFlexible scheduleHealth insuranceLife insuranceRetirement planVision insuranceSchedule:Monday to FridayCOVID-19 considerations:This is a 100% remote role.Work Location:Fully RemotePaid Training:YesManagement:Team LeadCompany's website:www.progent.comBenefit Conditions:Waiting period may applyOnly full-time employees eligibleCOVID-19 Precaution(s):Remote interview process"
Fable Health,24 days ago,Chicago,Client Growth + Customer Success,,"$80,000 - $240,000 a year","Client Growth and Customer Success RepresentativeJob DescriptionFable - a growing healthcare technology startup - is searching for Client Growth and Customer Success Representatives to help market Fable’s software applications which focus on improving the quality, value, and experience of healthcare delivery. As a member of Fable’s customer relationship team, you will help form new partnerships with provider organizations to grow adoption of Fable’s software tools including ChroniCare (https://chroni.care): our web application for easy and intuitive remote care coordination. Ideal candidates have experience working with healthcare providers, excitement for building and managing relationships, and a passion for healthcare reform.Key ResponsibilitiesManage customer relationships with healthcare providers from discovery and outreach to ongoing account management and growthHelp stand up and support remote care coordination programs at ChroniCare practice locations and help manage the process of onboarding new patients and care team membersWork with practice groups to make sure that they are getting the most out of our software: understand customer usage, help establish remote care best practices at each customer site, and elicit feedback for feature improvementsRequired Skills/BackgroundStrong healthcare background and experience working with/in provider organizationsExcellent verbal and written communication skills that convey kindness, personality, and confidenceEnthusiasm for using technology to improve patient experience and outcomesThe ability to work in a startup environment: fast and flexible learner who is organized, proactive, and detail-orientedCompensationThis is a part-time, remote position offering a generous commission-based payment structureJob Type: Part-timePay: $80,000.00 - $240,000.00 per yearBenefits:Flexible scheduleSupplemental Pay:Commission payExperience:relevant healthcare: 5 years (Preferred)Work Location:One locationThis Job Is Ideal for Someone Who Is:People-oriented -- enjoys interacting with people and working on group projectsAutonomous/Independent -- enjoys working with little directionInnovative -- prefers working in unconventional ways or on tasks that require creativityCompany's website:https:/fable.healthWork Remotely:Yes"
Grand Canyon Education,21 days ago,Chicago,Account Executive - Online Division,,"$65,000 a year","Account Executive - Online Division, College of Education, International & Tribal Division for Chicago, IL (Chicagoland Area)
Join us at Grand Canyon Education and begin your career helping Grand Canyon University students succeed! We are looking for a motivated Account Executive to oversee the Chicago, IL territory in this unique remote (work from home) opportunity. Starting salary is $65,000 per year with an earning potential of a six-figure income after 5 years of successful service as an Account Executive/University Development Counselor.
Who you are:
You’re a goal-getter who is passionate about the power of education. Over the past 3+ years, you’ve demonstrated success in outside business development, consultative sales or account management.
You know it’s not all about achieving (and often crushing!) your goals. While that does get you excited, what you really thrive on is using your exceptional communication and coaching skills to help non-traditional Grand Canyon University students’ level up in their lives through quality education.
Now is the time to bring your talent to Grand Canyon Education, where you’ll have the opportunity to play an integral role in providing Grand Canyon University students the roadmap for success from application through to completion of the first few classes. Here’s a taste of how you’ll make your mark as an Account Executive with us.
As an Account Executive, a typical week might include the following:
Strategy and execution. You’ll be consistently identifying and implementing event/activity plans for your territory, building awareness of our online academic programs for education, healthcare and business and drive inquiry generation. You’ll be using your unique ability to fly at 25,000 feet in shaping high impact partnerships for your territory, while diving down to 'sea level' to execute in daily work through informational presentations, calls and emails, iterating as needed to maximize value.
Partner and influencer. Through a variety of mediums, you will use your passion for serving others to provide exceptional counseling to prospective students, their families and partners. Whether in-person, over the phone or via email, you will champion the GCE mission, promoting Grand Canyon University student success and institutional growth.
Heart and Hustle. This is a work from home role with ambitious targets! Working independently, you’ll be using your out-of-the-box critical thinking skills to support prospective Grand Canyon University students through the admissions process, guiding them on the right path towards a successful online learning experience.
The role might be right for you if you have:
A bachelor’s degree .
Outstanding time management skills. In this role, you’ll be wearing many hats, so you’ll need to show that not only have you honed your time management skills, you also know how to prioritize competing priorities even while travelling.
Clear communication skills. You can explain just about anything to anyone and you’re comfortable communicating in person, in writing and on the phone. You’ll also need to have well developed listening skills.
Self-motivation and drive to succeed . You volunteer for new challenges without waiting to be asked. You’re going to take ownership of the time you spend with Grand Canyon University students and truly make a difference.
High emotional intelligence. In this role, you’ll be coaching a diverse range of Grand Canyon University students, each with unique circumstances. You’ll also have partner relationships to develop and nurture. Ability to demonstrate empathy is key to success in this role.
A valid driver's license, reliable transportation and a flexible schedule. Since this role requires extensive travel in your territory, you’ll need a clean driving record and ability to use your personal vehicle. Some events might require evening and/or weekend availability.
Computer literacy. As part of a remote workforce, we rely on a number of digital tools to help you execute your work and keep you accountable. Proficiency in Microsoft Office Suite is required.
Bonus points if you have:
Relevant industry related professional experience.
Experience working with CRM tools.
What we’ll offer in return:
A career where your work makes a difference.
A stable income with a good salary.
Opportunity to own your part of the business without the risks of owning your own business.
Ongoing professional development and growth.
Outstanding benefits and work perks.
Collaborative and supportive work environment. ...and more!"
Lionbridge Technologies,27 days ago,Chicago,Online Maps Quality Analyst,,NA,"THE POSITION

Are you looking for a position that gives you the opportunity to work with one of America’s top 100 most trusted Companies while also increasing your income from the comfort of your home? Then why not join Lionbridge as a part-time Independent Contractor. We are currently recruiting for the position of Online Map Quality Analysts in the United States.

The position will allow you to work from home on a flexible schedule of up to 20 hours per week completing tasks in a web-based evaluation tool. The tasks will involve determining the relevance and accuracy of information by performing online research and referring to guidelines provided to you. The tasks will mainly be map related but it is possible there will be non-map related tasks you are required to work on from time to time. Candidates for this position will need to have good research skills and a strong understanding of local and national information. Cultural, geographical, social media and current affairs knowledge are important in this position.

REQUIREMENTS

Fluency in English is essential
You must be living in the United States for the last 3 consecutive years
Working knowledge of local and national geographical areas
Passing an online evaluation to demonstrate capability of reading and applying the guidelines
Experience/know-how of using online maps, search engines and website research
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in the United States
Access to and use of a broadband internet connection and associated computer and software to perform the work, all provided at your own expense

THE POSITION WILL INVOLVE

Reading and applying written guidelines on how to evaluate and rate the tasks
Please note it is possible you will receive guidelines for multiple task types over the course of the program
Research using online tools to determine the relevance and accuracy of the task information
Applying local knowledge to evaluate relevance of the task information in your market
Completing tasks in the web-based evaluation tool
Hours for this position are a minimum of 10 up to 20 hours per week depending on task availability

This is a freelance, independent contractor position.

APPLY NOW!"
ProCare Therapy,15 days ago,Chicago,Teacher of the Deaf and Hard of Hearing (DHHT) Illinois,,NA,"We are currently looking for a Teacher for the Deaf and Hard of Hearing for an open position at a local school site. If interested, apply today with your most updated resume. Interviews will be set up after an initial call with a hiring manager. This position will go for the remainder of the school year. This position is completely virtual/work from home.

Job Details:

Full-Time Position

Contracted through the remainder of the school year

Start within two weeks

Must have Illinois licensure and endorsements required by state

School experience preferred but not required

Must have LBS1 Endorsement

Benefits:

Weekly Competitive Pay

Work remotely

Interested:

If interested, send all resumes and availability to Alyssa McDonald at Alyssa.McDonald@procaretherapy.com. For questions about this position or any other positions available nationwide, please call 678-538-6796."
VocoVision,15 days ago,Chicago,PT Tele-Speech Pathologist Illinois,,NA,"PT Tele-SLP Illinois
Are you interested in working from home? VocoVision has teamed up with a school district in Illinois who is looking to fill a part-time Speech Language Pathologist (SLP) position. The selected applicant will work with students in grades K-12.
Requirements:
Master’s Level Degree
Illinois State Licensure
ASHA CCC’s
2+ Years Experience in a School Based Setting
26 hours/week
Experience with Teletherapy preferred

To apply please email your resume to Account Executive Taylor Langston at Taylor.langston@vocovision.com. Call directly at 770-776-2079 for any questions or concerns regarding this position or positions available."
ProCare Therapy,14 days ago,Chicago,Tele School Social Worker job | 100% remote,,NA,"A school district in Illinois has recently partner with ProCare Therapy to place a fully virtual school credentialed Social Worker until the end of the current school year. Candidates must have experience providing virtual services and pass a technical screening.

Job Info:

Illinois

20-30 hours per week

k-12th grade caseload

primarily servicing students' IEP minutes

additional details discussed on interview

ASAP through end of 2020-2021 school year

Requirements:

Master's degree in Social Work

active PEL

at least 2 years' recent experience in school setting

liability insurance covering teletherapy (or be willing to obtain)

pass a technical screening

This position will be a 1099 independent contracting opportunity. All applicants must be familiar with providing virtual services and pass a preliminary technical screening. Pay is hourly.

To be considered for this opportunity and begin the interview process, please email your current resume and relevant certification to: Jenna.Rodriguez@procaretherapy.com. I look forward to speaking with you!

Jenna Rodriguez

Sr. Director of Educational Resources

678-459-1152

Jenna.Rodriguez@procaretherapy.com"
ProCare Therapy,15 days ago,Chicago,Teacher of the Deaf and Hard of Hearing (DHHT) Illinois,,NA,"We are currently looking for a Teacher for the Deaf and Hard of Hearing for an open position at a local school site. If interested, apply today with your most updated resume. Interviews will be set up after an initial call with a hiring manager. This position will go for the remainder of the school year. This position is completely virtual/work from home.

Job Details:

Full-Time Position

Contracted through the remainder of the school year

Start within two weeks

Must have Illinois licensure and endorsements required by state

School experience preferred but not required

Must have LBS1 Endorsement

Benefits:

Weekly Competitive Pay

Work remotely

Interested:

If interested, send all resumes and availability to Alyssa McDonald at Alyssa.McDonald@procaretherapy.com. For questions about this position or any other positions available nationwide, please call 678-538-6796."
VocoVision,15 days ago,Chicago,PT Tele-Speech Pathologist Illinois,,NA,"PT Tele-SLP Illinois
Are you interested in working from home? VocoVision has teamed up with a school district in Illinois who is looking to fill a part-time Speech Language Pathologist (SLP) position. The selected applicant will work with students in grades K-12.
Requirements:
Master’s Level Degree
Illinois State Licensure
ASHA CCC’s
2+ Years Experience in a School Based Setting
26 hours/week
Experience with Teletherapy preferred

To apply please email your resume to Account Executive Taylor Langston at Taylor.langston@vocovision.com. Call directly at 770-776-2079 for any questions or concerns regarding this position or positions available."
ProCare Therapy,14 days ago,Chicago,Tele School Social Worker job | 100% remote,,NA,"A school district in Illinois has recently partner with ProCare Therapy to place a fully virtual school credentialed Social Worker until the end of the current school year. Candidates must have experience providing virtual services and pass a technical screening.

Job Info:

Illinois

20-30 hours per week

k-12th grade caseload

primarily servicing students' IEP minutes

additional details discussed on interview

ASAP through end of 2020-2021 school year

Requirements:

Master's degree in Social Work

active PEL

at least 2 years' recent experience in school setting

liability insurance covering teletherapy (or be willing to obtain)

pass a technical screening

This position will be a 1099 independent contracting opportunity. All applicants must be familiar with providing virtual services and pass a preliminary technical screening. Pay is hourly.

To be considered for this opportunity and begin the interview process, please email your current resume and relevant certification to: Jenna.Rodriguez@procaretherapy.com. I look forward to speaking with you!

Jenna Rodriguez

Sr. Director of Educational Resources

678-459-1152

Jenna.Rodriguez@procaretherapy.com"
VocoVision,16 days ago,Chicago,"100% Remote Part Time TVI - Teletherapy, K-12",,NA,"Did 2020 make you think about going virtual? This is your opportunity to work in the comfort of your home and continue helping students grow! A partnered school district in Illinois is seeking a Teacher of the Visually Impaired to work remotely with students from K-12. This district is looking to hire immediately with a contract to the end of the school year.
Job Details:
K-12: Mild-Moderate
Contract – Part Time
Weekly Pay
Fast interview and start date
Covers Direct & Indirect Services
Clinical & Technical Support/Guidance Provided to ensure success

Requirements:
M.S. in Education for Visually Impaired Students
2 years school-based experience
Illinois Teaching Certification in Visual Ed

Obtain the work/life balance you want and deserve. This exciting TVI opportunity will fill fast, please apply for immediate consideration by uploading your resume and contact information. To learn more about this position or other 100% remote positions available in the US, send your resume to Susan Davis at susan.davis@vocovision.com."
Northcentral University,16 days ago,Chicago,Part-Time Faculty - Marriage & Family Therapy,,NA,"What We Are Looking For
Adjunct Professors in the MFT programs teach graduate courses within a programmatic core discipline as assigned and/or guide doctoral candidates through doctoral dissertation requirements (as Chair or committee member). This position also provides content expertise to the Dean in areas of Marriage and Family Therapy. Primary responsibility is to engage students, offer excellent feedback, and inspire students to achieve course and program outcomes relevant to the core discipline. This position works closely with other faculty teaching in the discipline, Associate Director of Faculty Support and Development, Department Chair and Dean.

Essential Functions
The role of the Adjunct Professor may include teaching courses within a programmatic core discipline as assigned, acting as a Dissertation Chair and/or acting as a Dissertation Committee Member.

Demonstrates a commitment to Northcentral’s vision, mission, and goals and those of the School of Social Behavioral Science – Department, Marriage and Family Therapy.
Promotes a graduate culture of scholarship, teaching, service, and practice.
Demonstrates commitment to and capacity for Teaching through Engagement and using the NCU One-to-One, apprenticeship style teaching model.
Teaches masters and/or doctoral courses in the Marriage and Family Therapy.
Participates in initial and ongoing training.
Contributes to developing training materials and provides input on improving training, courses, and processes.
Participates in trial use of new technologies and integrates new technologies into their teaching.
Participates in faculty and staff meetings (not required but encouraged).
Maintains contact with students via phone, video conferencing, and email through their courses.
Works collaboratively with Academic and Finance Advisors to ensure student engagement and success.
Exercises academic freedom in teaching course content and achieving learning outcomes in accordance with University policy, procedures, and curricula.
Participates in program and student assessment procedures, program review, and accreditation efforts.
Performs all educational services in accordance with NCU policies and procedures, the Family Education Rights to Privacy Act (FERPA), Northcentral University’s Code of Conduct and all other state and federal laws.
Complete all required professional development activities as defined in the Faculty Handbook.
Completes tasks and projects as assigned by the Dean, or NCU administrators.
Demonstrates reasonable and consistent attendance to fulfill requirements of the position.
Knowledge, Skills, and Abilities
Skill in verbal and written communication.
Skill in operating equipment, such as personal computer, fax, copier, phone systems.
Ability to handle a diversity of details in order to make informed and responsive decisions on matters that impact the adjunct faculty, and students.
Ability to read, analyze, and interpret periodicals, professional journals, technical procedures, and governing body regulations.
Ability to write reports, business correspondence, and procedure manuals.
Ability to define problems, collect data, establish facts, and draw valid conclusions.
Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.
Strong analytical and critical thinking skills.
Excellent organizational and communication skills, with a proven ability to provide timely, accurate information on a variety of academically oriented subjects to both internal and external constituents.
Proficient with Microsoft Word and other application in the Microsoft Office suite.
Education and Experience
Doctoral degree (PhD or DMFT) in MFT is required (preferably from a COAMFTE accredited institution)
Demonstrated record of teaching, clinical work, and research related to the MFT field
Active MFT License
AAMFT Clinical Fellow and Approved Supervisor preferred
Experience with COAMFTE accreditation preferred
Experience in graduate level coursework and clinical training
Online teaching experience preferred.
Curriculum development experience preferred.
Experience with the online delivery of education and the systems that support it.
Proficiency in the use of technology in the delivery of education.
Experience working in a technology-driven enterprise preferred.
All skills, abilities and education will be considered for minimum qualifications.
Working Conditions
This position operates in a remote, home office environment. This role routinely uses standard office equipment such as computers, printers, and phones.
NCU will not sponsor applicants for work visas.
Who We Are

Northcentral University (NCU) is a private, nonprofit, online University and a proud affiliate of the National University System with its headquarters in California. We are a graduate university, and a global leader in providing access to regionally-accredited higher education.


NCU offers doctoral, master’s and bachelor’s degrees in business, education, and psychology, as well as doctoral and master’s degrees in technology, health sciences and marriage and family therapy. Our collective goal at Northcentral University is to improve the human condition through the provision of high-quality online degree programs.


NCU was founded in 1996 to provide working professionals around the world with access to a richly- engaging, professionally-relevant, and academically-rigorous educational programs. Today, we continue to serve that mission. Many students at NCU are first-generation graduate students seeking to contribute to their communities through their pursuit of academic growth, research, and practice.


Though we support faculty and student research, NCU is a teaching university. Our faculty dedicate themselves to serving students through a pedagogical model of Teaching through Engagement (TTE). The goal is for all NCU students, faculty and team members to be actively engaged within the University community. Engagement is more than just grading and giving feedback, it is an active relationship between faculty and student, a give and take of ideas and information.

NCU offers a one-to-one learning model, where one student is paired with one professor in each course, creating a more personalized, individual experience for students. These experiences are enhanced by professors’ real-world, practical experience. All NCU faculty hold doctoral degrees.


At NCU, we are widening access to education and reducing educational divides. We are proud of the educational opportunities that we provide, and we recognize that providing this kind of access to all students takes work and collaborative effort. We value diversity of people, thoughts, and ideas. Our global reach affords us the opportunity to teach and learn the significance of diversity – and the power it brings to our endeavors.


Take advantage of this exciting opportunity to join a growing team of passionate individuals.


Apply today!"
VocoVision,16 days ago,Chicago,"100% Virtual DHHT - Teletherapy, K-12",,NA,"Did 2020 make you think about going virtual? This is your opportunity to work in the comfort of your home and continue helping students grow! A partnered school district in Illinois is seeking a Teacher of the Visually Impaired to work remotely with students from K-12. This district is looking to hire immediately with a contract to the end of the school year.
Job Details:
K-12: Mild-Moderate
Contract – Full Time
Weekly Pay
Fast interview and start date
Covers Direct & Indirect Services
Clinical & Technical Support/Guidance Provided to ensure success

Requirements:
M.S. in Education for Teaching Deaf Students
2 years school-based experience
LBS1
Illinois Teaching Certification in Deaf Education

Obtain the work/life balance you want and deserve. This exciting DHHT opportunity will fill fast, please apply for immediate consideration by uploading your resume and contact information. To learn more about this position or other 100% remote positions available in the US, send your resume to Susan Davis at susan.davis@vocovision.com."
