Company,Date,JobLoc,JobTitle,Qualifications,Salary,Text
Wondros,17 days ago,NYC,Project Coordinator - Asset Portal Team,Project Management or Project Coordination: 2 years (Required)Google Suite: 2 years (Required)US work authorization (Required)Bachelor's (Preferred),NA,"We are an E-Verify Employer“Wondros is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.”EAST COAST APPLICANTS PREFERRED ( This is a remote role)2+ years project coordination/project management experience, agency setting is preferred.Job SummaryThe Asset Portal - Project Coordinator (PC) is an integral part of the entire Asset Portal Team (APT) and provides support to the Asset Portal Project Manager (APPM) and the Asset Portal Manager (APM) split between Eastern Standard Time and Pacific Standard Time. The PC assists the Project Manager in processing, maintaining, reviewing, and reporting in Wrike, project management system. The PC will also assist the APM in user registrations, gathering metrics for reporting, and overall Asset Portal functionality.The PC will assist the APPM in processing Wrike requests from the account team to ensure that descriptions, keywords, the final location of the asset, vendor specs (if applicable) are present. If not, the PC will contact the account team for the required information before the request can be processed.The PC will assist the APM in user registrations that include communications to access the Asset Portal, contacting Communication Leads for approval, processing user permissions, troubleshooting registration issues, and adding users to the MailChimp e-newsletter list.In addition, the PC will assist the APPM and APM in gathering metrics from Wrike and the Asset Portal that will be used in monthly client statistical reporting.ResponsibilitiesAssists the APPM in assigning work to the appropriate time zone APC to expedite delivery.Assists in follow up on all due dates ensuring on-time deliverables.Utilizes Wrike to assist the APPM in assigning and maintaining team members’ workload and due dates to ensure timely asset delivery.Assists in generating weekly reports (e.g analytics and system updates).Assist the APM in managing, processing, and programming permissions for new registrants that include partnering with the account team lead to determine the co-branded or non-co-branded statusAssist in managing registration accounts including new and existing users approve users requesting access to the portalCreate a daily list of pending and approved usersWillingness to learn about DAM systems and functionality.Other duties as deemed, necessary.Requirements2+ years project coordination/project management experience, agency setting is preferred.BS/ BA degree or relevant professional experience preferred.Exceptional attention to detail.Strong organizational skills with the ability to multitask and manage ever-changing deadlines.Exceptional interpersonal and customer service skills. Must have friendly, can-do-attitude.Innate ability to take the initiative and does not wait to be asked to initiate/complete task objectives.Thinks big picture and anticipates workflow disruptions based on current workloads.Strong written, and verbal communication and analytical skills.Experience in working with:Google’s web-based software office suite including, Google docs, Google Sheets, and Google Slides.Proficient in Microsoft Office Suite including, Word, Excel, PowerPoint, and Outlook.Familiar with project management and DAM systems, a plus.Familiar with various video and image formats including TIFF, PNG, JPEG, CR2, WMV, MOV, MP4, etc.Ability to grasp new and changing technologies.Job Types: Full-time, ContractPay: $0.00 per yearSchedule:8 hour shiftDay shiftMonday to FridayCOVID-19 considerations:During COVID all staff works remotely.Education:Bachelor's (Preferred)Experience:Project Management or Project Coordination: 2 years (Required)Agency Setting: 2 years (Preferred)Google Suite: 2 years (Required)Video image formats: 2 years (Required)Full Time Opportunity:YesWork Location:Fully RemoteThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousPeople-oriented -- enjoys interacting with people and working on group projectsAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionCompany's website:www.wondros.comCompany's Facebook page:www.facebook.com/wondros"
Future PLC,15 days ago,NYC,Audience Development Assistant,,NA,"About the Team
The Audience Development team is composed of SEO and content experts, working to reach and build audiences for Future’s diverse online brands. Audience Development helps Future’s brands connect to their 400+ million fans online through search engine optimization and content strategies, maximizing organic and social referrals alike.

Job Purpose
The Audience Development Assistant will support the Audience Development Manager in researching and optimizing content through social and SEO strategies to drive traffic to multiple brand websites, starting with the Entertainment and Gaming verticals.

Key Responsibilities
Help build SEO content strategies to improve and stabilize brand visibility in search engines for multiple brands
Perform ongoing SEO Reporting, sorting and analyzing website data
Perform SEO content research (including remaining up-to-date on industry trends and performing keyword research)
Support social media team with paid social ads and overall social strategies
Provide Technical SEO support, working with development teams as needed
Provide editorial support, auditing and suggesting content improvements and updates based on competitor analyses and brand organic search goals
Requirements
What do I need to succeed?
In this entry-level position, you’ll have the eagerness to learn the in's and out's of SEO, including learning the various research tools Future uses (training will be provided)
Bachelor’s Degree preferred
Strong communication and collaboration skills
Analytical and creative thinker
Understanding of media landscape with a general interest in media and marketing
Excellent spelling and grammar
Familiarity with Microsoft Office, Google sheets is a plus

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Future.
Whilst we have specified the location, we are happy for someone to work remotely in any of the following States in the US:
Arizona, California, Connecticut, Colorado, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Massachusetts, Maryland, Michigan, Minnesota, Missouri, North Carolina, Nebraska, New Hampshire, New Jersey, New York, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Texas, Utah, Virginia, Washington, Wisconsin, West Virginia
Benefits
What will I get in return?
As well as our standard benefits, we have a number of awesome perks available to our staff including:
Unlimited paid time off (yes you read that right!)
A share in our success- every member of staff receives a profit pool bonus at the end of our financial year
Free food (monthly munchies, bagel Fridays, fresh fruit & snacks and coffee and tea on tap)
Central office locations with cool open plan working spaces
Free digital magazine subscriptions and access to back copies of our print magazines and bookazines
Discounted gym membership and onsite health & wellbeing (yoga at lunch anyone?!)
Regular staff socials arranged by our wonderful Employee Community & Culture committees
Huge opportunities to learn and develop whether through professional qualifications, exposure to incredible business projects or informal lunch & learns, hosted by your colleagues"
Broadsheet Communications,17 days ago,NYC,Public Relations Account Supervisor,Bachelor's (Required)Writing Skills: 1 year (Preferred)Marketing: 1 year (Preferred),"$70,000 - $85,000 a year","Job Title: Account Supervisor / DirectorReports To: Vice PresidentLocation: 41 East 11th St, New York CityJob Purpose:The Account Director will play a critical role in supporting the portfolio of clients at Broadsheet Communications.This position works in close collaboration with the agency Founder to develop strategies and tactical campaigns that support clients in the media and advertising technology industries.Job Responsibilities:Track industry trade publications and share relevant news coverage with clientSCreate and maintain client activity trackersWrite press releasesMaintain select relationships with advertising and media industry pressDevelop and support thought leadership efforts for clientsWrite bylines and Op-EdsParticipate in client planning callsParticipate in weekly client meetingsRequirements:Comfortable with and thrive, within a fast-moving organization in early stages of developmentBackground in media, marketing, and/or information servicesExperience with communications, marketing, media and PRTeam player with top-notch leadership skills, capable of working with communications professionals in a fast-paced environmentJob Type: Full-timeSalary: $70,000.00 to $85,000.00 /year--Job Type: Full-timePay: $70,000.00 - $85,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insurancePaid time offVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payCOVID-19 considerations:All work is remote for the time being. The office has a strict COVID protocol once we decide to go back.Education:Bachelor's (Required)Experience:Writing Skills: 1 year (Preferred)Marketing: 1 year (Preferred)Work Location:One locationCompany's website:broadsheetcomms.comBenefit Conditions:Only full-time employees eligibleWork Remotely:YesCOVID-19 Precaution(s):Remote interview processTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
VanMoof,20 days ago,NYC,US PR Specialist,,NA,"Are you the PR whizz who’ll get everyone talking about VanMoof?
VanMoof bikes are already ridden across the world, but we want to get even more people in the saddle by sharing our disruptive vision even further. As our US PR Specialist, you’ll become our in-house PR expert for the US. You’ll be responsible for building quality press relations, securing reviews at top-tier publications, selecting and working with the right ambassadors, and developing and executing surprising PR projects that get the next billion on bikes.
In short, you’ll lead the way in our US mainstream breakthrough!
What you’ll do
Facilitate reviews for top US press, arranging bike deliveries, pickups and on-demand assistance to make sure they enjoy a first-class VanMoof experience.
Expand our black book of top-level press contacts and build long-lasting relationships with the creative tastemakers in our market – turning them into brand ambassadors.
Select tech and lifestyle events that VanMoof should be a part of in the US and beyond – and create interesting opportunities for us to be present there.
Review and distribute press releases and media kits with major US publishers, making sure they get to the best people possible.
Monitor, track and report media coverage and press clippings.
Keep an eye on trends, movements, and tastemakers that can help us in our mission to get the next billion on bikes.
You are an integral part of our internal PR team, and work closely with our wider brand team as well as our US-retail and sales teams.
What you'll bring
5+ years of relevant experience working in a US PR environment.
You bring a network of meaningful contacts, and have experience working with brand ambassadors.
US-based, and available for international travel.
An entrepreneurial spirit, with a knack for spotting (big) opportunities and making them happen.
Excellent English skills, both written and spoken, with bonus points for other languages.
What you'll get
Health Insurance benefits
Your very own loaner-VanMoof bike
Annually 4 Holidays / 15 PTO days
Laptop, screens, and software tools
Insider experience in a rapidly-growing international company
Office in NY / remote work for now (while we are in lockdown)
About us
We’re obsessed with cities. So are our bikes. Truly city-proof, they shrink long commutes, scare off bike thieves, and amplify your pedal power.
We made it our mission to get the next billion on bikes. Join us on this journey.
Job descriptions are difficult to interpret. We understand you might not tick all the above boxes. The truth is, we don't either. If you feel excitement about our upcoming challenges, we encourage you to apply now!
This job is US based and we're accepting candidates from any US location. The deadline for applying is Wednesday the 10th of February."
NORY,20 days ago,NYC,Online Minecraft / Roblox / Scratch Instructor,Bachelor's (Preferred)Teaching: 1 year (Preferred),$20 an hour,"We are looking for enthusiastic and energetic educators/gamers/programmers to join our virtual camp team! We run virtual camps on school holidays and summer break. It was one of the small gifts the COVID pandemic gave us. Our programs are fun and inspiring with an immersive experience like Disney World. We seriously care about children’s holistic growth. If you love working with children, have a can-do attitude, love playing & developing games in Roblox, Scratch, and/or Minecraft, and are available for seasonal teaching opportunities, we invite you to NORY!What is NORY?Our NORY Core Values of resilience, intuitiveness, and empathy nurture purposeful problem-solving in children. We believe these core skills are critical for the next generation. We use STEM, Art, and Entrepreneurship as a vehicle to provide 3-12-year-old children with a meaningful learning experience.NORY Programs at a glance: Summer Camps: In 2019, 3000+ campers participated in NORY summer camp in NYC.Virtual Classes: We launched virtual STEM classes aimed toward 5 - 12 year oldsSchool Year: We work with over 35 schools to provide after school and in-school STEM classes throughout NYC.What it's like to work with NORY: We are a company that seeks joy in all aspects of our work. We are purpose-driven and we focus on creating high-quality instructional experiences for our Campers and Students. We value innovation in our administration, curriculum design, instructional practices, and educational experiences. We empower our employees to be risk-takers; to try new things that enhance the NORY core values. Above all, we strive to develop our NORY Core Values in all the children we work with by demonstrating them through our daily interactions. We are seeking an enthusiastic educator to join us as a Coding / Game Design Teacher for Summer 2021 (teachers will have the opportunity to participate in NORY holiday camps this year as a Coding / Game Design teacher to prepare them for the upcoming summer)!What you can expect as a Lead Coding / Game Design Teacher at NORY’s Virtual Camp: Nurturing positive, supportive relationships with NORY campers and their familiesNurturing the NORY core values of resilience, inquisitiveness, and empathy in campersCreating an environment that empowers students to have a great time by embracing the unknown that is a virtual environmentLeading your own coding experience with Scratch, Roblox, or Minecraft given a theme and STEM guidelines provided by NORYAccess to the awesome NORY STEM curriculum to facilitate enrichment with students each dayYou're the right person for the team if: Your patience is abundantYou are a funny storytellerYou have at least 1 year of programming experienceYou experience with developing games in Scratch, Roblox and/or MinecraftYou are a problem solver and creative thinkerYou have excellent communication and explanation skillsYou love learning new technology and skillsYou are comfortable using technology and/or applicationsYou have high-speed, reliable Internet in your homeYou have a space that is quiet and dedicated to remote teaching*If you have a special reason to work with us, please email your cover letter & resume at peter (at) nory.co Job Type: Seasonal (Summer- candidates will have the opportunity to begin teaching in 2020 holiday camps to kickstart their Summer 2021 experience ), part-timeCompensation: $20/hourBenefits: NonePay Frequency: Bi-weeklyJob Types: Part-time, ContractPay: $20.00 per hourSchedule:HolidaysMonday to FridayEducation:Bachelor's (Preferred)Experience:Teaching: 1 year (Preferred)Work Location:One locationWork Remotely:Yes"
Recruiter.com,30+ days ago,NYC,Business Development Intern,,$15 - $20 an hour,"DescriptionReporting directly to the CEO, the Intern to the CEO (""Business Analyst"") provides executive and development support to the CEO on matters relating to business.Essential/Primary Responsibilities:Assists the CEO with daily duties and completes a broad variety of business tasks that include managing specific initiatives, programs, and events.Communicates with the general staff on the CEO’s behalf and coordinates logistics with high-level meetings both internally and externally. Coordinates meetings and strategic activities with various stakeholders including board of directors and investors.Communicates directly and on behalf of the CEO with various stakeholders on matters related to programmatic initiatives as directed.Conducts research on prospective companies, potential partnerships and M&ADrafts presentations, reports, proposals; prepares and coordinates written communication with investors and clients.Job Types: Part-time, InternshipPay: $15.00 - $20.00 per hourSchedule:Monday to FridayWork Location:Fully RemoteHours per week:10-1920-2930-39Typical start time:9AMTypical end time:5PMInternship Compensation:PayThis Company Describes Its Culture as:Innovative -- innovative and risk-takingCompany's website:www.recruiter.comCOVID-19 Precaution(s):Remote interview process"
SunPower,30+ days ago,NYC,Outside Sales / Residential Energy Consultant,Sales Experience: 1 year (Required),"Up to $250,000 a year","Job Description: · Are you a self Starter?Can you Generate leads through your own personal network?· We will help you learn to create an industry leading experience for your customers· Be an expert on the SunPower Equinox PV system and its benefits for the consumer· Differentiate SunPower against other options by using a differentiated SALES PROCESS.· Close agreements confidently with new homes and families while gaining outside business development expertise· Participate in the SunPower Residential sales process and ongoing training with a focus on customer service.Knowledge, Skills, and Abilities: · Sales experience required, you must understand and be able to source your own lead flow· Must have an entrepreneurial mindset· Customer first attitude· Lead generation acumen· Able to connect personally with clients· Gather referrals from clients· Must work well independently· Strong organization skills and ability to prioritize· Ability to thrive in a high intensity, dynamic work environment· Strong interpersonal skills; excellent written and oral communications skills; team player attitude· Strong computer skills – Must have your own laptop or tablet· High level of self-confidence with exceptional presentation and communications skills and the ability to connect with homeowners· Self-motivated and goal-oriented with a passion for sales· Optimistic by nature· Excellent verbal and written communication skills· Hard working and persistent· Flexible schedule· Prior exposure working in canvassing, home shows, malls and/or mailers a plus· 3-5 years of strong experience in sales or business development in a high-ticket retail market (HVAC, Windows, other)If you are interested in this position please visit this web site: https://access.sunpower.com/sellsunpowerJob Types: Full-time, Part-timePay: Up to $250,000.00 per yearCOVID-19 considerations:We are training our partners how to conduct virtual consultations, postponing large in-person events, and are being as sensitive as possible in this incredibly customer oriented and face-to-face industry.Experience:Sales Experience: 1 year (Required)Work Location:Multiple locationsHours per week:Less than 1010-1920-2930-39Paid Training:NoThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousPeople-oriented -- enjoys interacting with people and working on group projectsAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionDetail-oriented -- would rather focus on the details of work than the bigger pictureAchievement-oriented -- enjoys taking on challenges, even if they might failAutonomous/Independent -- enjoys working with little directionThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedAggressive -- competitive and growth-orientedStable -- traditional, stable, strong processesPeople-oriented -- supportive and fairness-focusedTeam-oriented -- cooperative and collaborativeCompany's website:https://us.sunpower.com/Company's Facebook page:https://www.facebook.com/sunpower/Work Remotely:YesCOVID-19 Precaution(s):Remote interview processSocial distancing guidelines in placeVirtual meetings"
VocoVision,22 days ago,NYC,Teletherapy TVI in NY,,NA,"Vocovision is hiring a Full time TVI in New York. This position is completely remote with hours you can set yourself.
Teletherapy is the new BIG deal. Now is the time to take advantage of what teletherapy has to offer!
Requirements:
Master’s Degree in Edu. for the Visually impaired
Licensed in NY
Pass a Computer screening test
2-3 years of previous experience

Benefits of Teletherapy:
You will always work from home
Eliminates the cost of gas
Never have to worry about the hassle of traffic

If you are interested in advancing your career in Teletherapy contact Cammi Payne and send resume to cammi.payne@vocovision.com

Cammi Payne
Account Executive – Vocovision
Cammi.payne@vocovision.com
770-776-2088"
Proclinical Staffing,22 days ago,NYC,Clinical Project Manager - Remote,,NA,"Proclinical is currently recruiting for a Clinical Project Manager with a leading CRO located remotely. As the Clinical Project Manager, you will plan, direct, coordinate and deliver activities for designated clinical study projects to ensure that project objectives of quality, scope, cost and time are accomplished.
Job Responsibilities:
Serve as primary point-of-contact and primary escalation point to the client.
Coordinate and oversees all functional services including external vendors to the established timeline and budget.
Manage the study budget, ensuring project remains within scope and that any out-of-scope activities are identified and handled as appropriate.
Develop robust and comprehensive project plans, including timelines, to guide all parameters of trial execution with consistency and quality.
Maintain integrated collaboration with clinical operations in the delivery and participates in clinical activities as appropriate. For projects of very limited scope (i.e. number of sites), PM may assume all clinical activities.
Establish tracking metrics to monitor trial and team progress towards project goals.
Prepare project status updates and report on progress to clients and senior management, offering solutions and opportunities as they arise.
Lead team meetings with the client and sets expectations for the project team.
Communicate effectively with client and company management to relay protocol/study issues including any deviations and implements necessary actions in response to those issues.
Travel as necessary according to project needs.
Mentor, train, and supervise staff at a functional level.
Assist with review of clinical study reports.
Support business development and marketing activities as appropriate.
Perform other duties as assigned by management.
May participate in review of protocols and other study documentation.
Provides on-going feedback, development and coaching for functional team members including annual performance reviews.
Skills and Requirements:
Bachelor's degree or equivalent combination of education/experience in science or health-related field. Advanced degree preferred.
Minimum of 3 years of clinical research experience or proven competencies for this position and a minimum of 1 years of leading a project.
Experience with Microsoft Office Products (Outlook, Word, Excel, PowerPoint), Microsoft Project.
Excellent communication and interpersonal skills to effectively interface with others in a team setting.
Excellent organizational skills, attention to detail, and a customer service demeanour.
Ability to travel domestically and internationally including overnight stays.
If you are having difficulty in applying or if you have any questions, please contact Anabel Balsebre at (+1) 646-779-7965 or a.balsebre@proclinical.com.
Proclinical is a specialist employment agency and recruitment business, providing job opportunities within major pharmaceutical, biopharmaceutical, biotechnology and medical device companies.
Proclinical Staffing is an equal opportunity employer.
#LI-AB4"
Sollis Health,23 days ago,NYC,"Care Navigator, NYC",,NA,"About Sollis Health

Founded in 2016, Sollis is a healthcare services business that is revolutionizing emergency medicine and urgent care. Our 24/7 concierge medical centers can handle acute medical emergencies, advanced imaging needs and simple complaints all in a single location with no wait, so patients receive the smart, simple and stress-free care they deserve. Our flagship center is on the Upper East Side of Manhattan, with a second center in Tribeca, house calls in the Hamptons, and a LA office.

We now serve over 5,000+ members and have an extraordinarily high renewal rate, because we treat everyone like family and go the extra mile in an often inefficient industry. We are a fast-growing, VC-backed organization that is rapidly expanding across the country. We are looking for energetic and passionate self-starters who are excited about healthcare and want to raise the standards for excellent emergency and urgent care.


Your responsibilities

Sollis is looking for an energetic, highly structured and patient-focused Care Navigator to manage several aspects of our clinical operations and ongoing patient care. Strong project management and exceptional organizational skills are critical. This role could be performed by an administrative individual looking for increased operational experience and has worked in medical settings before.


Specifically, your duties will include:

Organizing physician referrals for patients who need to see specialists in NYC, the Hamptons, and sometimes globally
Managing requests for private nursing, hospice and other external care requests. This will require strong perseverance and research skills
Facilitating home imaging for patients via our list of approved providers
Entering data to eCW (our electronic health record) and Salesforce (our CRM)

Schedule: MUST be willing to work some weekends! We have a second person currently in this role, so our goal is to coordinate 7 day a week coverage between two people.


Skills

To be successful in this role, candidates will demonstrate the following:

Exceptional organizational and project management skills
Excellent attention to detail and a conscientious personality type
Excellent communication skills and the ability to work cross-functionally among departments and teams
Strong database and systems skills, especially with Salesforce and eCW
Ownership for projects and problems to ensure they are executed to the highest standards
Ability to think and work independently, effectively, and efficiently
Ambitious, strong work ethic, and open to new ideas


Experience

We believe extraordinary people come from a variety of backgrounds, but ideally we would expect that you:

A strong administrative leader, who has worked in medical settings before
Looking for a challenging opportunity to help build the operations of a growing business
Previously worked in operations within an urgent care practice, concierge physician office, medical dept or hospital division

Schedule: Full-Time, immediate start. MUST be willing to work some weekends!

Full-Time positions are categorized as employees working more than 35 hours per week for Sollis, and includes:
Competitive Salary
Excellent Health, Dental and Vision Benefits
401k plan with 3% company matching
3 weeks PTO

Key Details:

Full-time role in NYC
Location: Upper East Side, NY (potential to work from home)
Reporting to: Director of Patient Experience, NY
Desired start date: ASAP


#SollisHealth"
Securitas Electronic Security,26 days ago,NYC,Electronic Service Technician,Driver's License (Required)High school or equivalent (Preferred),From $24 an hour,"Securitas Electronic Security (SES) Technology and Solutions groups are experiencing tremendous success, and we currently have several SES Technician openings for team-oriented individuals possessing vocational training in electronics or electromechanical engineering. In this role, you will be responsible for providing service on SES products at customer sites. The position provides customer contact for all post-installation problems on security systems and equipment, as well as, special project work, when needed.SES is a leading, global provider of integrated security and facility solutions that contain best-in-class products and award-winning services for an organization's unique needs. SES’ security solutions include product and service outsourcing that integrate cross-disciplinary functions into comprehensive technology-centered customer solutions on a cloud-based platform spanning hardware and software capabilities.Services intrusion, fire, CCTV, and access control security systems.Performs scheduled, routine preventive maintenance on a variety of equipment/systems under contract agreement by inspecting, adjusting, cleaning, and calibrating systems and checking out equipment to ensure it's in satisfactory working order.Completes maintenance, within assigned hours, in a manner that reduces emergency calls and results in achieving the goal of zero call backs.Assists with the start-up of new equipment or system installation and makes adjustments as needed to ensure the system is operational.May plan schedules, lay out basic electrical equipment installations, and assist in the start-up and check-out of new system installations.Presents a professional image both in personal and vehicle appearance.Performs work assignments in a safe manner and within specified cost limits.Promotes, builds, and maintains good customer relations and assists with contract retention.Maintains company propriety and documentation in accordance with established policies; handles proprietary information in the prescribed manner; adheres to and supports Securitas Electronic Security policies and procedures including all safety requirements.Keeps up-to-date of changes and new developments in products and technology.Attends and completes training programs as requested.Minimum Requirements: Minimum of 1 year of experience installing and/or servicing intrusion, fire alarm, access control, and CCTV security systems.High School Diploma or equivalentVocational/Technical Degree in electrical, security, or computer systems preferredA thorough knowledge and understanding of intrusion detection systems, electronic access control, CCTV, IP video, surveillance systems, fire alarm and life safety systemsWorking knowledge of Focus 200, DMP, Verint and Parabit product solutions preferredIP Video and IT experience requiredClimb ladders that extend up to 24 ft. in heightCarry items up to 75 poundsAbility to work on-call on a rotational basis covering after hours & weekend emergency calls.A valid state driver’s license, without restrictions is required.Benefits: Highly competitive salaryCompany VehicleCompany Cell PhoneMedical, Dental, Vision, and Life InsuranceCompany Paid Short Term and Long Term Disability401K with 60% Match up to 6% of salaryPaid vacation, holiday and sick timeEducational AssistanceExceptional growth opportunitiesJob Type: Full-timePay: From $24.00 per hourBenefits:401(k)401(k) matchingDental insuranceDisability insuranceEmployee assistance programEmployee discountFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offProfessional development assistanceReferral programRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftOn callEducation:High school or equivalent (Preferred)License/Certification:Driver's License (Required)Work Location:Fully RemoteBenefit Conditions:Waiting period may applyCOVID-19 Precaution(s):Remote interview processPersonal protective equipment provided or requiredVirtual meetings"
Optimize Partners,21 days ago,NYC,Marketing Automation Specialist (Marketo),Marketing Automation: 3 years (Preferred)Marketo: 2 years (Preferred),"$70,000 - $100,000 a year","Optimize Partners, an executive search and consulting company, is looking to hire an email automation specialist with Marketo experience to build and execute global marketing campaigns and programs for our client, a fast growing B2B SaaS company in NYC. This position is fully remote, and will be contract-to-perm.Responsibilities will include: *Development of high-quality Marketo programs through building of assets including: promotional emails, transactional emails, landing pages, forms, fields, list pulls and uploads, and integrations, and delivering them in a timely manner for on-time launch*Proactively identifying, troubleshooting and remediating Marketo issues or errors*A/B test email content and CTAs to continuously improve performance*Collaborate with stakeholders to communicate progress, updates, edits and revisions, next steps within the program execution process*Deliver email and program reports on key metrics as requestedQualifications: *1-2+ years hands-on experience with Marketo (Marketo certified a plus!) including program development and execution including forms, landing pages, templates, tokens, segmentation, list building, testing, QA and deployment*Experience conducting A/B testing and experimenting to suggest the best course of action*Ability to adjust HTML to assist in building dynamic, responsive emails and landing pages*Experience with Marketo and Salesforce integrations to routinely check data flows*Process and quality orientation with exceptional attention to detail*Experience with creating and distributing Marketo reports and analytics, including email, program and campaign metrics*Experience with diagnosing and troubleshooting Marketo program, smart lists and campaign errors*Strong project management skills and ability to work on many projects simultaneously under tight deadlines*Great communication and collaboration skillsJob Types: Full-time, ContractPay: $70,000.00 - $100,000.00 per yearSchedule:8 hour shiftMonday to FridayExperience:Marketing Automation: 3 years (Preferred)Marketo: 2 years (Preferred)Contract Length:7 - 11 monthsFull Time Opportunity:YesWork Location:Fully RemoteCompany's website:www.optimize-partners.comBenefit Conditions:Only full-time employees eligibleCOVID-19 Precaution(s):Remote interview processVirtual meetings"
Aquent,19 days ago,NYC,Junior Branding / Packaging Designer - Beauty,,NA,"Job Description:
Junior Graphic Designer for Gobal Cosmetic Brand
This role will be working remotely for now but will report onsite to NYC in the Summer 2021. This person must be local to NYC.
This is an ongoing freelance position with a global beauty brand based onsite in NYC, 40 hours/week. Must have strong packaging portfolio within the beauty/fashion/lifestyle/ecommerce space. This is one of our top clients working within a fun brand, great team!
MUST HAVE SOME PACKAGING Design experience and also modern portfolio within beauty/fashion/lifestyle/ecommerce space.

Excellent way for a recent grad with strong packaging to your foot in the door with a Global Cosmetic Brand!
Strong packaging designer with a modern aestheticExperience in beauty (strongly preferred)Partner with marketing in overseeing creative output concept through productionStrong eye for color, color matching and occasional press checksMaintain general visual identity of the brandMust be able to work well independently or within a teamMust be able to do quality work at a fast pace and under tight deadlinesAbility to multi-task, often working on more than one project brief at a timeSuperior Adobe Suite skillsAttention to detailStrong production skillsUnderstanding an interest in the beauty businessCommunicates effectively and actively networksConveys energy and enthusiasmFocuses on results and acts with integrityInnovates, shows curiosity, imagines creative solutionsDemonstrates entrepreneurship – takes initiative, improves performance and develops a visionAgency experience a plusWillingness and ability to occasionally travel nationally and internationally for press approvals"
The Execu|Search Group,16 days ago,NYC,Content Marketing Manager (Remote),,NA,"A New York City services company is currently seeking an experienced Marketing professional to join their staff Remotely as their new Content Marketing Manager. In this role, the Content Marketing Manager (Remote) will be responsible for defining the company’s presence across earned and owned media, social media, email, and sales enablement materials by helping to educate key audiences, drive demand, and increase revenue.

Responsibilities:
The Content Marketing Manager (Remote) will:
Drive the high-quality, high-velocity production of content, including blog posts, podcast and video scripts/storyboards, white papers/e-books, customer case studies, thought leadership pieces, marketing emails, etc.
Create and edit content to target, reach, and nurture different prospect, client, and member audiences
Collaborate with internal stakeholders and subject matter experts to identify compelling stories, create educational materials for a variety of audiences, and establish new pathways for the collection and promotion of content
Partner with Clinical Operations to distill medical journal articles and complex benefits information into engaging content pieces that educate Carrot members about fertility care and family-forming services
Manage external agencies and freelancers to ensure a regular publishing cadence and consistent voice, style, and tone across all mediums and pieces
Partner with internal teams and agencies to effectively optimize and distribute content (through social media, organic search, paid placement, email campaigns, etc.)
Manage social media strategy and execution
Report on content effectiveness, using metrics to refine content strategy and copy and partnering with the growth team in testing

Qualifications
3+ years of Marketing experience
Bachelor's Degree in a related field
Fluency with Social Media, Content, SEO, and Email Marketing tools, such as Buffer and Marketo
Comfort with the ambiguity inherent in a fast-paced startup environment
Great interpersonal skills
Excellent communication skills (written and verbal)
Strong attention to detail
Highly organized
Desired Skills:
Previous experience in the Healthcare industry
Experience with Multimedia Content Creation (video, audio, etc.)
Experience with Benefits"
Roc Search,19 days ago,NYC,Design Strategist,Bachelor's (Preferred)User research: 4 years (Preferred),NA,"Roc Search is currently working with a leading health and wellness company whose Design Studio is hiring for a Design Strategist II role.This is a contract position through the end of 2021. The Studio is currently remote, but will be reopening under New York state guidelines. The Studio is in Manhattan and onsite work will be required once reopened.Strong candidates will demonstrate excellence in any one (or combination) of the following skills:- Novel, experimental design research / insight-gathering methodologies- Synthesis / Workshop design / Facilitation- Business modeling / business strategy- Data Visualization- Patient experience and commercial launches preferredJob Types: Full-time, ContractSchedule:Monday to FridayEducation:Bachelor's (Preferred)Experience:User research: 4 years (Preferred)Design Strategy: 4 years (Preferred)Contract Renewal:PossibleWork Location:Fully RemoteBenefit Conditions:Only full-time employees eligibleCOVID-19 Precaution(s):Remote interview process"
